objectid,site_oid,muni_id,municipal,type_id,subtype_id,commtype,county,subregion,hsubmkt,transittyp,nparcels,parcelids,parceladdr,highway,statname,stattyp,busstop,land_value,bldg_value,othr_value,total_valu,bldlnd_rat,yr_built,buildar_ac,landv_pac,totvalpacr,sitearea_a,imppreac,pavear_ac,dstswrft,walkscore,pub_ind,noncarcmtp,jobs45tr,jobs30car,ch21e_p,aulsite_p,fz100_p,fz500_p,excl_p,z2wpa_p,opensp_p,wtlnd100_p,estcapres,estcapmix,taxrv_pre,taxrv_post,far_pre,hlthcmscr,hlthwtscr,travchscr,grwtpotscr,ovscr,scrcat,taxrevchg,munirank,regirank,munpctile,munqntile,regipctile,long,lat,shape
869,7310.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,1.00000000,[636091],68 NEWPORT AVE, ,North Quincy,Rapid Transit, ,416900.00000000,489100.00000000,1284300.00000000,2190300.00000000,1.17000000,1985.00000000,0.40000000,1347160.00000000,4335243.17820213,0.51000000,43.75000000,0.37000000,24.00000000,75.00000000,2.00000000,45.20000000,320797.00000000,594398.00000000,0.00000000,0.00000000,19.90000000,10.80000000,19.90000000,0.00000000,0.00000000,0.00000000,42.00000000,35.00000000,54407.00000000,185654.00000000,0.22000000,0.80000000,0.92000000,0.80000000,0.54000000,3.18000000,4.00000000,131247.00000000,37.00000000,823.00000000,66.00000000,4.00000000,72.90000000,-71.02703416,42.27246813,8700000011000000080010006A690000AB01000001100004A9F4B3C9B31597A791B6A411F4F029BED234F4FC1AF68215BA8802E4B5029EBE07F68B08AE9A08F0970880F40BE4AC0B90D609D2D308BCF90DC2F10A80FD03D2D902ACA305D8CA05827ABE820180E51DFEED15A8A309ECA007ACA6049CC106EE970FAC9413FEEA1688D31C00000000
870,7346.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,3.00000000,[634205 634209 634210],40 - 48 BILLINGS RD; 392 HANCOCK ST,3A,North Quincy,Rapid Transit, ,859100.00000000,2258100.00000000,76200.00000000,3193400.00000000,2.63000000,1930.00000000,0.61000000,1347160.00000000,5267551.57248598,0.61000000,59.90000000,0.21000000,21.00000000,69.00000000,1.00000000,44.50000000,381308.00000000,500957.00000000,5.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,63.00000000,52.00000000,79324.00000000,278218.00000000,1.35000000,0.76000000,1.00000000,0.79000000,0.51000000,3.16000000,4.00000000,198894.00000000,38.00000000,879.00000000,65.10000000,4.00000000,71.10000000,-71.02531401,42.27386329,700000000D000000080010006A6900009401000001100004B59FF4CAB3159DC3EFB7A411F6FC15C0EE11CAE20AAA9D0EFA8507D2D605DCBB0BA8A00FD8AF23FAF01A80F40BCADC0FB48B0ECAD912A2B20ACAE20DA4A015B8821190CD149ABB10B4821692CA11D0D30DB4851200000000
871,6787.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000, ,2.00000000,[622435 622436],819 SOUTHERN ARTERY; 460 WASHINGTON ST, , , , ,534600.00000000,412400.00000000,31600.00000000,978600.00000000,0.77000000,1970.00000000,0.52000000,1347160.00000000,1899316.95066158,0.52000000,45.77000000,0.37000000,22.00000000,66.00000000,1.00000000,25.70000000,141580.00000000,360113.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,43.00000000,32.00000000,24308.00000000,130364.00000000,0.18000000,0.75000000,1.00000000,0.72000000,0.58000000,3.16000000,4.00000000,106056.00000000,39.00000000,881.00000000,64.20000000,4.00000000,71.00000000,-70.98283201,42.24866536,0F01000033000000080010006A690000B3030000011000048BB59CECB31587A8E19CA4119C47BA0B9E44BA0B9C47BA0B9E44BA0B9E44B4179C44B417A041B4179E41B417A041AE23A03EAE23A23EAE23A03BAE23A43BAE23A238A82FA438A82FA435A82FA635A82FA632A82FA82FA82FA82FA23BAC29A23BAA2CA23BAC26A23BAE23A23BAE23A23BB020A23BB01D9C47B21DA23BB4179C47B417A23B9EC10298C10E9C47BA88039C4784EB0CE23EB68B08CC65B49403C8EE01A0B807DEBE0688DC13F21AA23BFEFC09A69D16EC8B1ACCDF08D6D302FEF30F9AC706C2F70496D002D0D906CAE506EEA003AA9419C2E813EE9A0BDABE0DDE41CA6BF09A07DCB21580EE12D6CD06ACA005BA0B00F00015
872,6857.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000,Urban Gateway,1.00000000,[621049],1227 HANCOCK ST, ,Quincy Center,Rapid Transit, ,783600.00000000,4742500.00000000,204900.00000000,5731000.00000000,6.05000000,1920.00000000,0.57000000,1347160.00000000,10043907.47152021,0.57000000,57.06000000,0.07000000,31.00000000,95.00000000,1.00000000,40.40000000,332219.00000000,420652.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,58.00000000,47.00000000,142358.00000000,176453.00000000,2.62000000,0.86000000,1.00000000,0.77000000,0.44000000,3.15000000,4.00000000,34095.00000000,40.00000000,906.00000000,63.20000000,4.00000000,70.20000000,-71.00442123,42.25198527,7B00000010000000080010006A6900009F01000001100004BB8C8CDBB315A3A19FA0A41186942E9EC712DA8E04B8AC0ADC9904B8F008C29B0EAC8C1CCED809888B12EAAF28F2A311A668EE8C02A66DDC9902BC8001CCCB02AE65D68502B0B601DAD503BE09E619A8A003CAAE08B28612E2CC2DAC11880700F00015
873,6875.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000, ,1.00000000,[622555],640 SOUTHERN ARTERY,3A, , , ,651100.00000000,1495300.00000000,150900.00000000,2297300.00000000,2.30000000,1999.00000000,2.29000000,1347160.00000000,996341.95444589,2.31000000,179.47000000,1.47000000,4.00000000,39.10000000,1.00000000,25.70000000,169674.00000000,362362.00000000,0.00000000,11.30000000,0.70000000,0.10000000,0.70000000,0.00000000,0.00000000,4.40000000,190.00000000,142.00000000,57065.00000000,579084.00000000,0.14000000,0.63000000,0.99000000,0.73000000,0.67000000,3.15000000,4.00000000,522019.00000000,41.00000000,907.00000000,62.30000000,4.00000000,70.10000000,-70.98803556,42.25278046,FB0000002E000000080010006A6900009F03000001100004B5B8BAE8B31593F18BA1A41196CA0A8AD318A4AF06BCF90DA6AF0498CA0980FA0984E215A8AC01B28B10FAF9119EC102D68550A4AC0BDA8B43B48E0980F10DFAD832B89101E0A32086E80BD2D902FA0EE23BE0BB01DAC704E832D05FEE20E23BF21DDC47F21AE23BF417DC47F614E23BF611DC47F811DC47FA0BDC47FC08DC47FA08DC47C003DC47FE02DC47BE02DC478003DC47BC05DC47BA0BDC47BA0BDC47B80EDC47B811E23BB417DC47B417DC47B21AE23BB21ADC47B020E23BAE23E23BAE23DC47AC26E23BA2B804DC4796A037F097088CBB2BC0FA0598CD039EB80B00000000
874,6677.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,6.00000000, ,1.00000000,[626989],366 COPELAND ST, , , , ,704200.00000000,629520.00000000,216180.00000000,1549900.00000000,0.89000000,1970.00000000,0.68000000,1347160.00000000,2272529.97676629,0.68000000,63.00000000,0.48000000,27.00000000,62.00000000,0.00000000,25.30000000,72728.00000000,474446.00000000,0.00000000,0.00000000,0.00000000,0.30000000,0.20000000,0.00000000,0.00000000,0.00000000,44.00000000,35.00000000,38500.00000000,115356.00000000,0.59000000,0.73000000,1.00000000,0.71000000,0.58000000,3.13000000,4.00000000,76857.00000000,44.00000000,993.00000000,59.40000000,3.00000000,67.30000000,-71.03077799,42.24509633,1301000036000000080010006A690000B703000001100004A7D3CFC6B31593D29299A411F29A049EA023CAC725EAA605CAD319D0DC03CAE801EE23DE44F417DE44FA0BDE41EE23DE44F417E03EF417E041EE23E03EEE23E23BEE23E23BE82FE438EE23E238E82FE635E82FE435E82FE832E82FE82FE23BE82CE82FEA2CE23BEC29E23BEC26E23BEC26E23BF020E23BF020DC47F01DE23BF21ADC47F417E23BF417DC47F811DC47F611DC47FA0BE23BFA0BDC47FE05DC47FC05DC47C003DC4700DC478003DC47BC05DC47BC08DC47BA0BDC47B80EDC47B811DC47AC26FE820198CD01D0DC03AEED37E2A6159CBE0BE6AF0480CD32E8A013BEFF05EAA902C2EE0EAA8B24E69D16E8AC03DEBB098ED90A00F00015
875,6472.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000,Commerce Park,2.00000000,[625038 625039],23 - 35 INDEPENDENCE AVE, ,Quincy Adams,Rapid Transit, ,488100.00000000,585700.00000000,39600.00000000,1113400.00000000,1.20000000,1965.00000000,0.70000000,1347160.00000000,1590586.66879577,0.70000000,51.39000000,0.37000000,15.00000000,75.00000000,1.00000000,32.30000000,129609.00000000,437826.00000000,28.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,56.00000000,41.00000000,27657.00000000,244424.00000000,0.34000000,0.71000000,1.00000000,0.74000000,0.58000000,3.13000000,4.00000000,216768.00000000,42.00000000,968.00000000,61.30000000,4.00000000,68.10000000,-71.00447211,42.23783460,B30000001E000000080010006A6900009702000001100004ABB0ADDBB31581FDF291A411FAF31ADABB10F48E0A9CB80FF88509DEBE05B29A01CAE506E2B5048A6BF69103D4C71080FA04C477F69103D0CD12DCC103FAF61486BE37F48E09A4A90CB2FF1BAC29965384F104BCFC0AAC26A23BB417A23BB6149C47B8119C47B80E9C47BC089C47BA089C4780039C47009C47FE059C47FC059C47FA0B9C47FA0EA23BF80E9C47F4179C47DEAF13B8F01E00F00015
876,7076.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,4.00000000, ,1.00000000,[619568],211 SEA ST, , , , ,289800.00000000,323600.00000000,24400.00000000,637800.00000000,1.12000000,1935.00000000,0.60000000,1347160.00000000,1025232.29899714,0.62000000,47.77000000,0.41000000,63.00000000,65.00000000,1.00000000,17.80000000,137851.00000000,344919.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.90000000,0.00000000,0.00000000,0.00000000,50.00000000,37.00000000,15843.00000000,147981.00000000,0.21000000,0.75000000,1.00000000,0.71000000,0.56000000,3.13000000,4.00000000,132138.00000000,43.00000000,972.00000000,60.40000000,4.00000000,68.00000000,-70.99207347,42.26129163,F900000030000000080010006A6900009D0300000110000481DAF4E4B315A9D09FAAA411A4B50386F102A4AF09A4AF088ADC10B4880FC0E51C8CBB2CDAC109F29704DAC10DFEFC06EA9A10DEBB08EEA302F29A01FC8204DCC403EA29E23BEE26E23BEE23E23BEE23E23BEE23E23BF01DDC47F020E23BF21ADC47F21AE23BF41ADC47F417E23BF414DC47F614DC47F811DC47F80EE23BF80EDC47FA0BDC47FC08DC47FC08DC47FC05DC47FE05DC47FE02DC4700DC47BE02DC478003DC47BE02DC47BC08DC47BA08DC47BC08DC47B80EDC47BA0EDC47B80EDC47B611E23BB614DC47B417DC47B417E23BB2FC1EE48E29A2AC1088E20D000000F0
877,6505.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000,Commerce Park,1.00000000,[625550],210 WATER ST, ,Quincy Adams,Rapid Transit, ,219200.00000000,605300.00000000,24700.00000000,849200.00000000,2.76000000,1927.00000000,0.91000000,1347160.00000000,929409.97618250,0.91000000,87.23000000,0.59000000,22.00000000,72.00000000,1.00000000,32.30000000,129609.00000000,434834.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,73.00000000,54.00000000,21094.00000000,319046.00000000,0.34000000,0.77000000,1.00000000,0.74000000,0.51000000,3.11000000,4.00000000,297952.00000000,46.00000000,1033.00000000,57.50000000,3.00000000,66.00000000,-71.00692484,42.24025228,EC0100006E000000080010006A69000090070000011000049B8BEBD9B31591B0A994A411F2940592D308D4D00682F10ADE44F417C4E80FFEF909E23EE82FE23BEE23E23BEE23E03EEE23E23BEE23E03EEE23E03EEE23E23BEE23E23EEE23DE41EE23E03EEE23E23EEE23E03EF417DE41EE23E23EEE23DE41F417E041EE23DE41F417E041EE23DE41F417E041F417DE41EE23E041F417DC44F417E041F417DE44F417DE41F417DE44F417DE44F417DE41F417DE44F417DE44F417DC44F417DE44FA0BDE44F417DE44FA0BDC47F417DC44FA0BDE44F417DE44FA0BDC47F417DE44FA0BDC47FA0BDE44FA0BDC47FA0BDC47FA0BDC44FA0BC08001F417DE44FA0BDC47F417DE44FA0BDC47FA0BDC47FA0BDC44FA0BDC47FA0BDC4700DC47FA0BDC47FA0BDC4700DE44FA0BDC4700DC4700DC47FA0BDC4700DC4700DC4700DC4700DC4700DC4700DC47BA0BDC4700DC4700DC47BA0BDC4700DC47BA0BDC47BA0BDC47BA0BDE4400DC47BA0BDC47BA0BDE44BA0BDC47B417DC44BA0BDC47BA0BDE44BA0BDE44B417DC47BA0BDE44B417DC44B417DE44BA0BDE44B417DE44B417FEFF028A6BEE8E1486EE05EEA006D8B817EAA00B86F102D4D007F4FF1BDCC104D4C71092AF2BC2F407BE8203DC4792D308DACA01B611A6A90A88E80AB09708B6ED24B4FF1B90C41BB482151A000000
878,7329.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,3.00000000,[633325 633328 633333],409 - 413 HANCOCK ST; 21 BILLINGS RD,3A,North Quincy,Rapid Transit, ,820000.00000000,1259000.00000000,49600.00000000,2128600.00000000,1.54000000,1930.00000000,0.36000000,1347160.00000000,5922946.63642315,0.36000000,35.94000000,0.19000000,32.00000000,69.00000000,1.00000000,44.50000000,381308.00000000,462252.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,38.00000000,31.00000000,52874.00000000,164929.00000000,0.91000000,0.77000000,1.00000000,0.79000000,0.46000000,3.11000000,4.00000000,112054.00000000,45.00000000,1025.00000000,58.50000000,3.00000000,66.20000000,-71.02555848,42.27307093,630000000B000000080010006A6900008701000001100004B3C0D8CAB315A3B8EBB6A411FA8B018477F88809ACA007E0BB02AEA003E6A90CAC9710F08817DCB80FC4E216E8A00FA0B50CD4C710B4FF15BAFC0E8AE509EC9A0D8ECA1A80EE1100F00015
879,6895.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,6.00000000, ,1.00000000,[627434],550 ADAMS ST, , , , ,1100800.00000000,2359300.00000000,136000.00000000,3596100.00000000,2.14000000,1945.00000000,1.75000000,1347160.00000000,1261688.58311967,2.85000000,226.13000000,1.63000000,35.00000000,74.00000000,0.00000000,25.30000000,85125.00000000,450792.00000000,0.00000000,46.10000000,12.20000000,0.00000000,38.60000000,0.00000000,0.00000000,0.00000000,114.00000000,90.00000000,89327.00000000,296468.00000000,0.20000000,0.65000000,0.97000000,0.72000000,0.63000000,3.10000000,4.00000000,207141.00000000,48.00000000,1065.00000000,55.70000000,3.00000000,64.90000000,-71.02762976,42.25373649,770000000E000000080010006A6900009B0100000110000485ADC4C9B315A7C691A2A411AA9A0FAE9D06C6F102AAA605E0AC1198AF24BCED18BA8209FEFC05BA8803EAFF2DAA9714D6B22480F10EF4FF1592D308E6C04FCCD2619AB60DD6F015C0B016ECAB1CA49B06DAB60D9AE2AC0188C93900000000
880,7338.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,4.00000000,Transformational Subway,2.00000000,[633349 633359],35 - 49 BILLINGS RD,3A,North Quincy,Rapid Transit, ,597900.00000000,1792900.00000000,80100.00000000,2470900.00000000,3.00000000,1930.00000000,0.76000000,1347160.00000000,3261084.35020708,0.76000000,75.55000000,0.23000000,27.00000000,69.00000000,1.00000000,33.50000000,268434.00000000,430624.00000000,32.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,79.00000000,65.00000000,61377.00000000,259248.00000000,1.41000000,0.69000000,1.00000000,0.76000000,0.54000000,3.10000000,4.00000000,197871.00000000,49.00000000,1075.00000000,54.70000000,3.00000000,64.60000000,-71.02474089,42.27344260,A000000015000000080010006A6900008402000001100004B1A2F8CAB315B9C6B4B7A411D0D903C2FD02FEE422DEA61DBCFC0DD6C112B08E11C2EE0DB8F616BEF01298CD0380FD0292D902C6F1029AC7058EDF04B29706E0B807FA8B02F68B08A6B201C2FA01E69D16FAF61492D901ECA60192AC3288C12EEC9D0CA8A30CD4D30292D902AAA307A8A906F2FF1D98B221D2D00CE6A90ADCBB0CEC9D0A00000000
881,6524.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,3.00000000, ,1.00000000,[623981],302 QUINCY AVE, , , , ,434200.00000000,1514500.00000000,39300.00000000,1988000.00000000,3.49000000,2014.00000000,1.12000000,1347160.00000000,1775809.70937317,1.12000000,86.99000000,0.63000000,16.00000000,63.00000000,1.00000000,31.70000000,104787.00000000,376362.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,93.00000000,70.00000000,49382.00000000,371521.00000000,0.33000000,0.74000000,1.00000000,0.72000000,0.54000000,3.10000000,4.00000000,322139.00000000,47.00000000,1056.00000000,56.60000000,3.00000000,65.20000000,-70.98728679,42.24083584,0C0100002F000000080010006A690000B003000001100004939D9BE9B315BFF08F95A411F8DB3296BE15D4D901CED90AF68E03C8DC13FC8501C2FA05E23BF69102DAB21CA4B209D2D605F0881BE6A30FA23BCEE2029ACA01CEE202BE8201EA9A12BC8502C8EE02D6C40FEE23FE8201F80EE23BFC08DC47FC05DC4700DC47BE02DC47BE05DC47BA08DC47BA0EDC47B414DC47B614DC47B21AE23BB21DDC47AE23E23BAE23E23BAC29E23BA82CE23BAA2CE82FA632E82FA635E82FA238E82FA438E82FA03EEE23B8820ED8CA05B09A06DEC1029CBB0FE8A906B28E0AF29704AA8E1FE2AF0CA6B203F29A019CB512ACFC2AA0B80686E50EBEFF0284F106B29408F49403A2AF0C9EAC1B00000000
882,6416.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,6.00000000,Commerce Park,1.00000000,[625993],200 CROWN COLONY DR, ,Quincy Adams,Rapid Transit, ,4541200.00000000,13353700.00000000,427300.00000000,18322200.00000000,2.94000000,2009.00000000,3.24000000,1347160.00000000,2451819.49729279,7.47000000,585.65000000,3.82000000,0.00000000,60.00000000,1.00000000,23.20000000,61555.00000000,452018.00000000,0.00000000,0.00000000,56.20000000,0.00000000,56.70000000,0.00000000,0.00000000,0.00000000,204.00000000,159.00000000,455123.00000000,582820.00000000,0.26000000,0.73000000,0.86000000,0.70000000,0.65000000,3.09000000,4.00000000,127697.00000000,53.00000000,1104.00000000,50.90000000,3.00000000,63.60000000,-71.01210862,42.23246788,7F02000085000000080010006A690000A309000001100004A7D9F8D5B31585DDF98BA4119CFC4FA6DB3BD6CA049AF105D4EE088EF50AF8EE0CAAC90BCAF80BB0D208D4A20B9E8106CAED0BB8AB04E6C508AC9C02F491079C9001C4BC10A85CF68008C645D29E0CC8E701F6CD0FC4BA03C8EC0CFEF003D4BF09D0D603E69909DEA504D6990BCEA606E2EA20DCE317D4AA07D49C05D6B202CCDA01C6DB60C8F144FEED15D2CE0EEC9802E2E001D0DC02C0FD02E438D05FF21DE23BF414DC47FA0EDC47FC05DC47BE02DC47BC08DC47B611DC47B41AE23BB01DDC47AA8D01CA9301BCA104CEB704869A5DF6C650A23BEE23A238EE23A23BE82FA23BEE23A438E82FA23BEE23A23BE82FA23BEE23A23BEE23A23BE82FA23BEE23A23BEE23A23BEE23A23BE82FA23BEE23A03EEE23A23BEE23A23BE82FA23EEE23A23BEE23A03EEE23A23BEE23A03EEE23A03EEE23A23BEE23A23EEE23A03EEE23A03EEE23A23EEE23A03EEE23A03EEE23A03EEE23A23EEE23A03EEE23A03EF417A03EEE23A23EEE239E41EE23A03EF417A23EEE239E41EE23A03EEE23A041F417A03EEE23A041EE239E41F417A03EEE23A041F4179E41EE23A23EF4179E41EE23A041F4179E41EE23A041F4179E41EE23A041F4179E41F417A041EE239E41F417A041F4179E41EE239E44F4179E41F417A041F4179E44EE239E41F417A041F4179C44F417A041F4179E44F4179E41F4179E44EE239E41F4179E44F4179E44F4179E41F4179E44FA0B9E44F4179E41F4179E44F4179653F41786EB0AC2FA018ED90BC47794CA0C00A89901BCB501929D0B88A60D80970188C101BA07A609A448A65C90698E86019AF802CEE401BEDC03CEA202BAEE01F0AB018A0FA820AAE63CA4D2850100F00015
883,6407.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,6.00000000,Commerce Park,1.00000000,[625994],465 CENTRE ST, ,Quincy Adams,Rapid Transit, ,5946900.00000000,8447200.00000000,1836900.00000000,16231000.00000000,1.42000000,1998.00000000,3.47000000,1347160.00000000,1142582.43789311,14.21000000,1104.20000000,7.91000000,0.00000000,52.00000000,0.00000000,23.20000000,61555.00000000,449350.00000000,0.00000000,10.20000000,75.50000000,0.00000000,75.60000000,0.00000000,0.00000000,12.80000000,219.00000000,171.00000000,403178.00000000,625151.00000000,0.22000000,0.66000000,0.78000000,0.70000000,0.76000000,3.09000000,4.00000000,221973.00000000,52.00000000,1101.00000000,51.90000000,3.00000000,63.70000000,-71.00885441,42.23110249,D105000065010000080010006A690000B516000001100004A990C4D7B3159383B38BA411DC9D2BB0EA38E8971BD8CA05E03EEE23DE41EE23E23EF417E03EEE23E03EEE23E03EEE23E23EEE23E03EEE23E03EEE23E03EEE23E23BEE23E23EEE23E03EEE23E03EEE23E23BEE23E03EEE23E23EEE23E23BEE23E03EEE23E23BEE23E03EE82FE23BEE23E23BEE23E03EEE23E23BEE23E23BE82FE23BEE23E23BEE23E23BEE23E23EE82FE23BEE23E238EE23E23BE82FE23BEE23E23BEE23E23BE82FE23BEE23E438E82FE23BEE23E23BEE23E438E82FE23BEE23E438E82FE23BEE23E238E82FE438E82FE23BEE23E438E82FE438EE23E438E82FE238E82FE438EE23E438E82FE438E82FE238EE23E438E82FE438E82FE438EE23E435E82FE438E82FE438E82FE435E82FE438EE23E435E82FE438E82FE635E82FE435E82FE438E82FE435E82FE635E82FE435EE23E635E82FE435E82FE635E82FE435E82FE635E82FE435E82FE832E82FE435E23BE635E82FE632E82FE435E82FE832E82FE435E82FE632E82FE832E82FE435E82FE632E23BE832E82FE632E82FE632E82FE632E23BE832E82FE632E82FE632E82FE82FE23BE632E82FE832E82FE82FE23BE632E82FE82FE82FE632E23BE82FE82FE632E82FE82FE23BE82FE82FE82FE23BE82FEA2FE82FE03BE82FE82FE82FE23BEA2FE82FE62FE43BEA2CE62FE82FE23BE82FE82FEA2CE43BE82FE62FEA2CE23BEA2CE43BE82FE82FE82CE23BEA2CE23BEA2CE82FEA2CE23BE82CE23BEA2CE82FEA2CE23BEA2CE23BE82CE82FEC29E23BE82CE23BEA2CE23BEC29E82FEA2CE23BEA29E23BEC29E23BE82CE23BEC29E23BEA29E82FEC29E23BEA29E23BEC29E23BEA29E23BEC29E23BEC26E23BEC29E23BEA29E23BEC26E23BEC29E23BEC26E23BEC26E23BEC29E23BEC26E23BEC26E23BEE26E23BEC26E23BEC26E23BEC26E23BEE26E23BEC26E23BEE23E23BEC26E23BEC26E23BEE23E23BEE23E23BEE26DC47EE23E23BEE23E23BEE23E23BEC26E23BEE23E23BEE23DC47F020E23BEE23E23BEE23E23BEE23DC47EE20E23BEE23E23BF020E23BEE23DC47F020E23BF020E23BEE23E23BEE20DC47F020E23BF020E23BF020DC47F01DE23BF020DC47F020E23BEE20E23BF21DDC47F020E23BF01DE23BF21DDC47EE20E23BF21DDC47F01DE23BF21DDC47F01DE23BF21DDC47F01DE23BF21DE23BF21ADC47F21DE23BF01DDC47F21AE23BF21DDC47F21ADC47F41AE23BF21ADC47F01DE23BF21ADC47F41AE23BF21ADC47F417E23BF21ADC47F21ADC47F41AE23BF417DC47F21AE23BF417DC47F417DC47F21AE23BF417DC47F417DC47F417E23BF417DC47F417DC47F417E23BF614DC47F417DC47F417E23BF614DC47F417DC47F614E23BF414DC47F614DC47F417DC47F614E23BF614DC47F414DC47F811DC47F614E23BF414DC47F811DC47F614DC47F611E23BF614DC47F611DC47F811DC47F614DC47F611E23BF811DC47F611DC47F811DC47F80EDC47F611E23BF811DC47F80EDC47F811DC47F80EDC47F80EDC47F811E23BF80EDC47F80EDC47F80EDC47FA0EDC47F80EDC47F611D05FFA8B03F08E11F88B03F8F91584F404D4BE1D929D41F6E72B9EB210D2D00BAC9117DABB10A6F93AF8EA2894C710D8C40BACA909EAB20694C10CD0CA08808E08E8E205868604ECF00286B304EE9003B6D707C4BC059AAF09DED50680BB06DECC0496EA02F88102B69701C86C80CF02D8EE0192EE07C6CC0590E8528ABE2EBCE91C8E97109C3992204E8802508A02CC9804A29B255084024E8602E621A8AA024E84024E8602C410AA9D014E84024E8602F809BE5F508402568202DCF0029CB30E5A8402CAA601BEAE07568402C4D00296F40E548402548402D8910896813E4E86024E8402F29304A2842D4E8402988B01B25F448A0242B0010036D82FA0E20F4236469E0400369844B8D2220036069204003CBC02A097060036009E04003C008AC4010036029E04003CB414B6C923003602A004003CA029B4E10B00360686030496025A52FC8751E8C93DF48213EA9D0EFEEA18F8FC12CAC30FF0B50AFEF12EB2FC3E42444334
884,6723.00000000,243.00000000,Quincy,380.00000000,383.00000000,Regional Urban Centers,Norfolk County,Inner Core (ICC) Subregion,2.00000000, ,1.00000000,[623755],619 WASHINGTON ST,3A, , , ,327200.00000000,416900.00000000,41200.00000000,785300.00000000,1.27000000,1970.00000000,0.86000000,1347160.00000000,909185.01134465,0.86000000,67.30000000,0.59000000,28.00000000,51.00000000,0.00000000,25.70000000,70976.00000000,347397.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,56.00000000,45.00000000,19507.00000000,171711.00000000,0.09000000,0.69000000,1.00000000,0.70000000,0.59000000,3.09000000,4.00000000,152204.00000000,51.00000000,1094.00000000,52.80000000,3.00000000,64.00000000,-70.97579523,42.24585405,B70000001A000000080010006A6900009B02000001100004A9BEECF1B31597FBE499A41196538AE8039C47AEA003B49105BEE71B88EB02A2AC0F808001A4B205A4B207ACFF27D8C70A9CC403E89D13A2B506DAC7019C47CCD019AAA308C4F405EC8B1CD6CD04C4E21596B51CCAE506DACA01CAE506F29702E4AC0BF417FE8201ECA602C0F40BC477E0BB04F020ECA601C4F402FCF90DE632C2FA01ECA303CCDC0FAC9113C0FA0580F40CDCC403A2BB03AC971400000000
